areaLand,isPartOf_label
{7.51097e+06|7.6e+06},{Georgia (U.S. state)|Jackson County Georgia}
{3.88498e+06|4e+06},{Georgia (U.S. state)|Jeff Davis County Georgia}
{7.76996e+06|7.8e+06},{Georgia (U.S. state)|Jasper County Georgia}
{1.7e+06|1.81299e+06},{Georgia (U.S. state)|Jefferson County Georgia}
{9.3e+06|9.32396e+06},{Georgia (U.S. state)|Jefferson County Georgia}
{4.40298e+06|4.5e+06},{Georgia (U.S. state)|Jefferson County Georgia}
{7.76996e+06|7.9e+06},{Georgia (U.S. state)|Jefferson County Georgia}
{9.32396e+06|9.4e+06},{Georgia (U.S. state)|Jenkins County Georgia}
{1.18e+07|1.19139e+07},{Georgia (U.S. state)|Jefferson County Georgia}
{8.80596e+06|8.9e+06},{Georgia (U.S. state)|Johnson County Georgia}
{6.21597e+06|6.3e+06},{Georgia (U.S. state)|Jones County Georgia}
{1.46e+07|1.47629e+07},{Georgia (U.S. state)|Lamar County Georgia}
{8e+06|8.02896e+06},{Georgia (U.S. state)|Lanier County Georgia}
{3.6e+06|3.62598e+06},{Georgia (U.S. state)|Lamar County Georgia}
{7.51097e+06|7.6e+06},{Georgia (U.S. state)|Laurens County Georgia}
{3.41878e+07|3.42e+07},{Georgia (U.S. state)|Laurens County Georgia}
{8.02896e+06|8.1e+06},{Georgia (U.S. state)|Laurens County Georgia}
{1.21729e+07|1.22e+07},{Georgia (U.S. state)|Lee County Georgia}
{6.47497e+06|6.6e+06},{Georgia (U.S. state)|Lee County Georgia}
{1.21729e+07|1.22e+07},{Georgia (U.S. state)|Liberty County Georgia}
{2.07199e+06|2.1e+06},{Georgia (U.S. state)|Liberty County Georgia}
{1.44e+07|1.45039e+07},{Georgia (U.S. state)|Liberty County Georgia}
{2.87e+07|2.87489e+07},{Georgia (U.S. state)|Liberty County Georgia}
{4.19578e+07|4.2e+07},{Georgia (U.S. state)|Liberty County Georgia}
{9.8e+06|9.84195e+06},{Georgia (U.S. state)|Liberty County Georgia}
{8.28796e+06|8.3e+06},{Georgia (U.S. state)|Lincoln County Georgia}
{5.69797e+06|5.7e+06},{Georgia (U.S. state)|Lowndes County Georgia}
{3.62598e+06|3.7e+06},{Georgia (U.S. state)|Lowndes County Georgia}
{517998.0|5e+06},{Georgia (U.S. state)|Lowndes County Georgia}
{1.65759e+07|1.66e+07},{Georgia (U.S. state)|Lumpkin County Georgia}
{3e+06|3.10799e+06},{Georgia (U.S. state)|Macon County Georgia}
{7.74406e+07|7.75e+07},{Georgia (U.S. state)|Lowndes County Georgia}
{8.2e+06|8.28796e+06},{Georgia (U.S. state)|Macon County Georgia}
{1.16549e+07|1.17e+07},{Georgia (U.S. state)|Macon County Georgia}
{2.58999e+06|2.6e+06},{Georgia (U.S. state)|Madison County Georgia}
{8.2e+06|8.28796e+06},{Georgia (U.S. state)|Madison County Georgia}
{2.3e+06|2.33099e+06},{Georgia (U.S. state)|Madison County Georgia}
{5.17998e+06|5.3e+06},{Georgia (U.S. state)|Macon County Georgia}
{2.84899e+06|2.9e+06},{Georgia (U.S. state)|Madison County Georgia}
{776996.0|900000.0},{Georgia (U.S. state)|Madison County Georgia}
{2.07199e+06|2.1e+06},{Georgia (U.S. state)|Madison County Georgia}
{8.28796e+06|8.4e+06},{Georgia (U.S. state)|Marion County Georgia}
{1.02e+07|1.036e+07},{Georgia (U.S. state)|McDuffie County Georgia}
{5.1e+06|5.17998e+06},{Georgia (U.S. state)|McIntosh County Georgia}
{4.66198e+06|4.7e+06},{Georgia (U.S. state)|Meriwether County Georgia}
{8e+06|8.02896e+06},{Georgia (U.S. state)|Meriwether County Georgia}
{5.17998e+06|5.2e+06},{Georgia (U.S. state)|Meriwether County Georgia}
{3.1e+06|3.10799e+06},{Georgia (U.S. state)|Meriwether County Georgia}
{3.3e+06|3.36698e+06},{Georgia (U.S. state)|Mitchell County Georgia}
{2.14e+07|2.14969e+07},Georgia (U.S. state)
{1.57989e+07|1.58e+07},{Georgia (U.S. state)|Mitchell County Georgia}
{4.1e+06|4.14398e+06},{Georgia (U.S. state)|Mitchell County Georgia|Thomas County Georgia}
{1.036e+07|1.05e+07},{Georgia (U.S. state)|Mitchell County Georgia}
{2e+06|2.07199e+06},{Georgia (U.S. state)|Monroe County Georgia}
{1.29e+07|1.29499e+07},{Georgia (U.S. state)|Monroe County Georgia}
{5.17998e+06|5.3e+06},{Georgia (U.S. state)|Montgomery County Georgia}
{1.0619e+07|1.07e+07},{Georgia (U.S. state)|Montgomery County Georgia}
{4.92098e+06|5e+06},{Georgia (U.S. state)|Montgomery County Georgia}
{4.48068e+07|4.49e+07},{Georgia (U.S. state)|Montgomery County Georgia|Toombs County Georgia}
{2.3e+07|2.30509e+07},{Georgia (U.S. state)|Morgan County Georgia}
{8.5e+06|8.54696e+06},{Georgia (U.S. state)|Morgan County Georgia}
{1.036e+06|1.1e+06},{Georgia (U.S. state)|Murray County Georgia}
{1.21729e+07|1.22e+07},{Georgia (U.S. state)|Murray County Georgia}
{2.8e+06|2.84899e+06},{Georgia (U.S. state)|Newton County Georgia}
{6.6e+06|6.73397e+06},{Georgia (U.S. state)|Newton County Georgia}
{5.59696e+08|5.921e+08},{Georgia (U.S. state)|Muscogee County Georgia}
{4.4e+06|4.40298e+06},{Georgia (U.S. state)|Oglethorpe County Georgia}
{3e+06|3.10799e+06},{Georgia (U.S. state)|Oglethorpe County Georgia}
{1.29499e+06|1.4e+06},{Georgia (U.S. state)|Oglethorpe County Georgia}
{7.9e+06|8.02896e+06},{Georgia (U.S. state)|Paulding County Georgia|Polk County Georgia}
{7.76996e+06|7.8e+06},{Georgia (U.S. state)|Paulding County Georgia}
{1.16549e+07|1.17e+07},{Georgia (U.S. state)|Paulding County Georgia}
{1.50219e+07|1.51e+07},{Georgia (U.S. state)|Houston County Georgia|Peach County Georgia}
{1.36e+07|1.37269e+07},{Georgia (U.S. state)|Peach County Georgia}
{8.5e+06|8.54696e+06},{Georgia (U.S. state)|Pickens County Georgia}
{1.11e+07|1.11369e+07},{Georgia (U.S. state)|Pierce County Georgia}
{8.02896e+06|8.1e+06},{Georgia (U.S. state)|Pierce County Georgia}
{6.99297e+06|7.1e+06},{Georgia (U.S. state)|Pierce County Georgia}
{3.03e+07|3.03029e+07},{Georgia (U.S. state)|Pierce County Georgia|Ware County Georgia}
{4.40298e+06|4.5e+06},{Georgia (U.S. state)|Pike County Georgia}
{1.29499e+06|1.4e+06},{Georgia (U.S. state)|Pike County Georgia}
NULL,{Georgia (U.S. state)|Polk County Georgia}
{9e+06|9.06496e+06},{Georgia (U.S. state)|Pike County Georgia}
{1.11369e+07|1.12e+07},{Georgia (U.S. state)|Polk County Georgia}
{1.13959e+07|1.14e+07},{Georgia (U.S. state)|Pulaski County Georgia}
{6.99297e+06|7.1e+06},{Georgia (U.S. state)|Quitman County Georgia}
{5.32e+07|5.33538e+07},{Georgia (U.S. state)|Putnam County Georgia}
{8e+06|8.02896e+06},{Georgia (U.S. state)|Rabun County Georgia}
{3.88498e+06|4e+06},{Georgia (U.S. state)|Rabun County Georgia}
{7.76996e+06|7.9e+06},{Georgia (U.S. state)|Rabun County Georgia}
{2e+06|2.07199e+06},{Georgia (U.S. state)|Randolph County Georgia}
{3.05e+07|3.05619e+07},{Georgia (U.S. state)|Rockdale County Georgia}
{8.2e+06|8.28796e+06},{Georgia (U.S. state)|Randolph County Georgia}
{8.2e+06|8.28796e+06},{Georgia (U.S. state)|Schley County Georgia}
{2.33099e+06|2.4e+06},{Georgia (U.S. state)|Screven County Georgia}
{1.03e+07|1.036e+07},{Georgia (U.S. state)|Seminole County Georgia}
{9.8e+06|9.84195e+06},{Georgia (U.S. state)|Screven County Georgia}
{3.75548e+07|3.76e+07},{Georgia (U.S. state)|Spalding County Georgia}
{500000.0|517998.0},{Georgia (U.S. state)|Spalding County Georgia}
{4.1e+06|4.14398e+06},{Georgia (U.S. state)|Stewart County Georgia}
{1.08e+07|1.0878e+07},{Georgia (U.S. state)|Stewart County Georgia}
{2.14969e+07|2.15e+07},{Georgia (U.S. state)|Stephens County Georgia}
{2.71e+07|2.71949e+07},{Georgia (U.S. state)|Sumter County Georgia}
{2.07199e+06|2.1e+06},{Georgia (U.S. state)|Sumter County Georgia}
{4.6e+06|4.66198e+06},{Georgia (U.S. state)|Sumter County Georgia}
{8.02896e+06|8.1e+06},{Georgia (U.S. state)|Talbot County Georgia}
{2e+06|2.07199e+06},{Georgia (U.S. state)|Taliaferro County Georgia}
{2e+06|2.07199e+06},{Georgia (U.S. state)|Talbot County Georgia}
{1.8e+06|1.81299e+06},{Georgia (U.S. state)|Tattnall County Georgia}
{8.02896e+06|8.1e+06},{Georgia (U.S. state)|Taliaferro County Georgia}
{2.58999e+06|2.7e+06},{Georgia (U.S. state)|Tattnall County Georgia}
{2e+06|2.07199e+06},{Georgia (U.S. state)|Tattnall County Georgia}
{1.7e+07|1.70939e+07},{Georgia (U.S. state)|Tattnall County Georgia}
{1.99e+07|1.99429e+07},{Georgia (U.S. state)|Tattnall County Georgia}
{8e+06|8.02896e+06},{Georgia (U.S. state)|Taylor County Georgia}
{5.43898e+06|5.5e+06},{Georgia (U.S. state)|Telfair County Georgia|Wheeler County Georgia}
{8.7e+06|8.80596e+06},{Georgia (U.S. state)|Telfair County Georgia}
{3.6e+06|3.62598e+06},{Georgia (U.S. state)|Telfair County Georgia|Wheeler County Georgia}
{9.5e+06|9.58296e+06},{Georgia (U.S. state)|Terrell County Georgia}
{5.69797e+06|5.8e+06},{Georgia (U.S. state)|Thomas County Georgia}
{2.07199e+06|2.1e+06},{Georgia (U.S. state)|Thomas County Georgia}
{3.85e+07|3.85908e+07},{Georgia (U.S. state)|Thomas County Georgia}
{2.07199e+06|2.1e+06},{Georgia (U.S. state)|Tift County Georgia}
{500000.0|517998.0},{Georgia (U.S. state)|Toombs County Georgia}
{1.94e+07|1.94249e+07},{Georgia (U.S. state)|Toombs County Georgia}
{8.28796e+06|8.4e+06},{Georgia (U.S. state)|Treutlen County Georgia}
{1.70939e+07|1.72e+07},{Georgia (U.S. state)|Troup County Georgia}
{2.58999e+06|2.6e+06},{Georgia (U.S. state)|Towns County Georgia}
{1.16549e+07|1.17e+07},{Georgia (U.S. state)|Turner County Georgia}
{2e+06|2.07199e+06},{Georgia (U.S. state)|Turner County Georgia}
{2.58999e+06|2.6e+06},{Georgia (U.S. state)|Turner County Georgia}
{9.5e+06|9.58296e+06},{Georgia (U.S. state)|Twiggs County Georgia}
{4.66198e+06|4.7e+06},{Georgia (U.S. state)|Walker County Georgia}
{6.9e+06|6.99297e+06},{Georgia (U.S. state)|Walker County Georgia}
{2.09789e+07|2.1e+07},{Georgia (U.S. state)|Walker County Georgia}
{4.66198e+06|4.7e+06},{Georgia (U.S. state)|Walker County Georgia}
{2.68e+07|2.69359e+07},{Georgia (U.S. state)|Walton County Georgia}
{4.9e+06|4.92098e+06},{Georgia (U.S. state)|Warren County Georgia}
{2.07199e+06|2.1e+06},{Georgia (U.S. state)|Warren County Georgia}
{7.9e+06|8.02896e+06},{Georgia (U.S. state)|Washington County Georgia}
{2.84899e+06|3e+06},{Georgia (U.S. state)|Washington County Georgia}
{4.4e+06|4.40298e+06},{Georgia (U.S. state)|Washington County Georgia}
{4.27348e+07|4.28e+07},{Georgia (U.S. state)|Wayne County Georgia}
{5.6e+06|5.69797e+06},{Georgia (U.S. state)|Wayne County Georgia}
{4.92098e+06|5e+06},{Georgia (U.S. state)|Wheeler County Georgia}
{5.43898e+06|5.5e+06},{Georgia (U.S. state)|White County Georgia}
{8.2e+06|8.28796e+06},{Georgia (U.S. state)|Wheeler County Georgia}
{8.2e+06|8.28796e+06},{Georgia (U.S. state)|White County Georgia}
{6.4e+06|6.47497e+06},{Georgia (U.S. state)|Whitfield County Georgia}
{7.9e+06|8.02896e+06},{Georgia (U.S. state)|Wilcox County Georgia}
{2.07199e+06|2.1e+06},{Georgia (U.S. state)|Wilcox County Georgia}
{4.9e+06|4.92098e+06},{Georgia (U.S. state)|Wilcox County Georgia}
{2.02019e+07|2.03e+07},{Georgia (U.S. state)|Wilkes County Georgia}
{1.39859e+07|1.4e+07},{Georgia (U.S. state)|Wilkinson County Georgia}
{8.02896e+06|8.2e+06},{Georgia (U.S. state)|Wilkinson County Georgia}
{4.3e+06|4.40298e+06},{Georgia (U.S. state)|Worth County Georgia}
{1.47629e+07|1.48e+07},{Georgia (U.S. state)|Worth County Georgia}
{2.07199e+06|2.1e+06},{Georgia (U.S. state)|Worth County Georgia}
1.71e+07,{Hawaii|Honolulu County Hawaii}
{7.49e+07|7.49025e+07},{Ada County Idaho|Idaho}
{1.046e+07|1.04636e+07},{Ada County Idaho|Idaho}
{4.6827e+07|4.683e+07},{Ada County Idaho|Idaho}
{1.507e+07|1.50737e+07},{Ada County Idaho|Idaho}
{1.34679e+06|1.35e+06},{Adams County Idaho|Idaho}
{6.93858e+07|6.939e+07},{Ada County Idaho|Idaho}
{1.13959e+06|1.14e+06},{Bannock County Idaho|Idaho}
{2.58999e+06|2.59e+06},{Adams County Idaho|Idaho}
{1.085e+07|1.08521e+07},{Bannock County Idaho|Idaho}
{2.56e+06|2.56409e+06},{Bannock County Idaho|Idaho}
{1.91659e+06|1.92e+06},{Bannock County Idaho|Idaho}
{1.76e+06|1.76119e+06},{Bannock County Idaho|Idaho}
{5.82747e+06|5.83e+06},{Bannock County Idaho|Idaho}
{1.94e+06|1.94249e+06},{Bear Lake County Idaho|Idaho}
{6.03e+06|6.03467e+06},{Bear Lake County Idaho|Idaho}
{2.33e+06|2.33099e+06},{Bear Lake County Idaho|Idaho}
{9.01e+06|9.01316e+06},{Bear Lake County Idaho|Idaho}
{1.63e+06|1.63169e+06},{Bear Lake County Idaho|Idaho}
{2.84899e+06|2.85e+06},{Benewah County Idaho|Idaho}
{3.23749e+06|3.24e+06},{Benewah County Idaho|Idaho}
492098,{Benewah County Idaho|Idaho}
{2.66769e+06|2.67e+06},{Bingham County Idaho|Idaho}
{776996.0|780000.0},{Bingham County Idaho|Idaho}
{280000.0|284899.0},{Bingham County Idaho|Idaho}
{1.39859e+06|1.4e+06},{Bingham County Idaho|Idaho}
{4.68788e+06|4.69e+06},{Bingham County Idaho|Idaho}
{3.80728e+06|3.81e+06},{Blaine County Idaho|Idaho}
{8.57e+06|8.57286e+06},{Blaine County Idaho|Idaho}
{1.50996e+07|1.51e+07},{Bingham County Idaho|Idaho}
{9.45e+06|9.45346e+06},{Blaine County Idaho|Idaho}
{1.0878e+06|1.09e+06},{Boise County Idaho|Idaho}
2.79719e+06,{Boise County Idaho|Idaho}
2.55891e+07,{Blaine County Idaho|Idaho}
{2.38e+06|2.38279e+06},{Bonner County Idaho|Idaho}
{1.73529e+06|1.74e+06},{Boise County Idaho|Idaho}
{2.61589e+06|2.62e+06},{Boise County Idaho|Idaho}
{8.33976e+06|8.34e+06},{Bonner County Idaho|Idaho}
{1.21729e+06|1.22e+06},{Bonner County Idaho|Idaho}
{1.036e+06|1.04e+06},{Bonner County Idaho|Idaho}
{1.42e+06|1.42449e+06},{Bonner County Idaho|Idaho}
{2.12e+06|2.12379e+06},{Bonner County Idaho|Idaho}
{7.51e+06|7.51097e+06},{Bonner County Idaho|Idaho}
{9.55706e+06|9.56e+06},{Bonner County Idaho|Idaho}
{1.88e+07|1.88033e+07},{Bonneville County Idaho|Idaho}
{2.84899e+06|2.85e+06},{Bonneville County Idaho|Idaho}
{6.34547e+06|6.35e+06},{Bonneville County Idaho|Idaho}
{5.78862e+07|5.789e+07},{Bonneville County Idaho|Idaho}
{1.26909e+06|1.27e+06},{Bonneville County Idaho|Idaho|Jefferson County Idaho}
{2.981e+07|2.98108e+07},{Bonneville County Idaho|Idaho}
{2.04609e+06|2.05e+06},{Bonneville County Idaho|Idaho}
{3.93678e+06|3.94e+06},{Boundary County Idaho|Idaho}
{410000.0|414398.0},{Butte County Idaho|Idaho}
{2.74539e+06|2.75e+06},{Butte County Idaho|Idaho}
{6.31957e+06|6.32e+06},{Boundary County Idaho|Idaho}
{750000.0|751097.0},{Butte County Idaho|Idaho}
{1.89e+06|1.89069e+06},{Canyon County Idaho|Idaho}
{2.27919e+06|2.28e+06},{Camas County Idaho|Idaho}
1.0101e+06,{Canyon County Idaho|Idaho}
{5.71351e+07|5.714e+07},{Canyon County Idaho|Idaho}
{1.46593e+07|1.466e+07},{Canyon County Idaho|Idaho}
984195,{Canyon County Idaho|Idaho}
{2.84899e+06|2.85e+06},{Canyon County Idaho|Idaho}
{1.89e+06|1.89069e+06},{Canyon County Idaho|Idaho}
{8.078e+07|8.07817e+07},{Canyon County Idaho|Idaho}
{2.56e+06|2.56409e+06},{Caribou County Idaho|Idaho}
{1.68e+06|1.68349e+06},{Caribou County Idaho|Idaho}
{725197.0|730000.0},{Cassia County Idaho|Idaho}
{1.17585e+07|1.176e+07},{Caribou County Idaho|Idaho}
{1.21729e+06|1.22e+06},{Cassia County Idaho|Idaho}
{1.585e+07|1.58507e+07},{Cassia County Idaho|Idaho|Minidoka County Idaho}
{3.62598e+06|3.63e+06},{Cassia County Idaho|Idaho}
{1.1888e+07|1.189e+07},{Cassia County Idaho|Idaho}
{2.9e+06|2.90079e+06},{Clark County Idaho|Idaho}
{388498.0|390000.0},{Clearwater County Idaho|Idaho}
{6.47e+06|6.47497e+06},{Clark County Idaho|Idaho}
6.03467e+06,{Clearwater County Idaho|Idaho}
{1.0878e+06|1.09e+06},{Clearwater County Idaho|Idaho}
{2.12e+06|2.12379e+06},{Clearwater County Idaho|Idaho}
{2.2507e+07|2.251e+07},{Custer County Idaho|Idaho}
{25899.9|30000.0},{Custer County Idaho|Idaho}
{2.22739e+06|2.23e+06},{Custer County Idaho|Idaho}
{4.79e+06|4.79148e+06},{Custer County Idaho|Idaho}
{4.97e+06|4.97278e+06},{Elmore County Idaho|Idaho}
{5.82747e+06|5.83e+06},{Franklin County Idaho|Idaho}
{1.57989e+06|1.58e+06},{Custer County Idaho|Idaho}
{1.68867e+07|1.689e+07},{Franklin County Idaho|Idaho}
{1.572e+07|1.57212e+07},{Elmore County Idaho|Idaho}
{3.26e+06|3.26339e+06},{Franklin County Idaho|Idaho}
{647497.0|650000.0},{Franklin County Idaho|Idaho}
{5.1e+06|5.10228e+06},{Franklin County Idaho|Idaho}
{1.722e+07|1.72234e+07},{Franklin County Idaho|Idaho}
{1.70939e+06|1.71e+06},{Fremont County Idaho|Idaho}
{258999.0|260000.0},{Fremont County Idaho|Idaho}
{540000.0|543898.0},{Fremont County Idaho|Idaho}
{906496.0|910000.0},{Fremont County Idaho|Idaho}
{1.71975e+07|1.72e+07},{Fremont County Idaho|Idaho}
{1.76e+06|1.76119e+06},{Fremont County Idaho|Idaho}
{3.96e+06|3.96268e+06},{Fremont County Idaho|Idaho}
{1.86e+06|1.86479e+06},{Fremont County Idaho|Idaho}
{1.60579e+06|1.61e+06},{Gooding County Idaho|Idaho}
{3.83e+06|3.83318e+06},{Gooding County Idaho|Idaho}
{7.25e+06|7.25197e+06},{Gem County Idaho|Idaho}
{3.52e+06|3.52238e+06},{Gooding County Idaho|Idaho}
2.17559e+06,{Idaho|Idaho County Idaho}
388498,{Idaho|Idaho County Idaho}
2.79719e+06,{Idaho|Lewis County Idaho}
{1.68e+06|1.68349e+06},{Idaho|Idaho County Idaho}
{1.11e+06|1.11369e+06},{Idaho|Idaho County Idaho}
233099,{Idaho|Idaho County Idaho}
{490000.0|492098.0},{Idaho|Jefferson County Idaho}
{1.63e+06|1.63169e+06},{Idaho|Jefferson County Idaho}
{410000.0|414398.0},{Idaho|Jefferson County Idaho}
{2.69e+06|2.69359e+06},{Idaho|Jefferson County Idaho}
{6.08647e+06|6.09e+06},{Idaho|Jefferson County Idaho}
{776996.0|780000.0},{Idaho|Jefferson County Idaho}
{828796.0|830000.0},{Idaho|Jerome County Idaho}
{958296.0|960000.0},{Idaho|Jerome County Idaho}
{2.04609e+06|2.05e+06},{Idaho|Kootenai County Idaho}
{1.42967e+07|1.43e+07},{Idaho|Jerome County Idaho}
{6.00877e+06|6.01e+06},{Idaho|Kootenai County Idaho}
{180000.0|181299.0},{Idaho|Kootenai County Idaho}
{1.78709e+06|1.79e+06},{Idaho|Kootenai County Idaho}
{4.03261e+07|4.033e+07},{Idaho|Kootenai County Idaho}
{2.43e+06|2.43459e+06},{Idaho|Kootenai County Idaho}
{2.486e+07|2.48639e+07},{Idaho|Kootenai County Idaho}
{1.52809e+06|1.53e+06},{Idaho|Kootenai County Idaho}
{77699.6|80000.0},{Idaho|Kootenai County Idaho}
{5.93e+06|5.93107e+06},{Idaho|Kootenai County Idaho}
{1.282e+07|1.28204e+07},{Idaho|Kootenai County Idaho}
{258999.0|260000.0},{Idaho|Kootenai County Idaho}
{490000.0|492098.0},{Idaho|Kootenai County Idaho}
{490000.0|492098.0},{Idaho|Latah County Idaho}
{1.68e+06|1.68349e+06},{Idaho|Latah County Idaho}
{1.70939e+06|1.71e+06},{Idaho|Latah County Idaho}
{388498.0|390000.0},{Idaho|Latah County Idaho}
{1.01e+06|1.0101e+06},{Idaho|Latah County Idaho}
{2.04609e+06|2.05e+06},{Idaho|Latah County Idaho}
{800000.0|802896.0},{Idaho|Lemhi County Idaho}
{6.03e+06|6.03467e+06},{Idaho|Lemhi County Idaho}
751097,{Idaho|Lewis County Idaho}
1.96839e+06,{Idaho|Lewis County Idaho}
466198,{Idaho|Lewis County Idaho}
{1.036e+06|1.04e+06},{Idaho|Lewis County Idaho}
{880000.0|880596.0},{Idaho|Lincoln County Idaho}
{2.95e+06|2.95259e+06},{Idaho|Lincoln County Idaho}
{1.70939e+06|1.71e+06},{Idaho|Lincoln County Idaho}
{2.52783e+07|2.528e+07},{Idaho|Madison County Idaho}
{4.61e+06|4.61018e+06},{Idaho|Madison County Idaho}
{6.99e+06|6.99297e+06},{Idaho|Minidoka County Idaho}
{280000.0|284899.0},{Idaho|Minidoka County Idaho}
{1.65759e+06|1.66e+06},{Idaho|Minidoka County Idaho}
{1.0878e+06|1.09e+06},{Idaho|Minidoka County Idaho}
{5.41e+06|5.41308e+06},{Idaho|Minidoka County Idaho}
{595697.0|600000.0},{Idaho|Nez Perce County Idaho}
{699297.0|700000.0},{Idaho|Nez Perce County Idaho}
{2.07e+06|2.07199e+06},{Idaho|Nez Perce County Idaho}
{3.80728e+06|3.81e+06},{Idaho|Owyhee County Idaho}
{1.47629e+06|1.48e+06},{Idaho|Owyhee County Idaho}
{4.29938e+06|4.3e+06},{Idaho|Oneida County Idaho}
{1.76e+06|1.76119e+06},{Idaho|Owyhee County Idaho}
{5.77567e+06|5.78e+06},{Idaho|Payette County Idaho}
{1.78709e+06|1.79e+06},{Idaho|Payette County Idaho}
{4.37708e+06|4.38e+06},{Idaho|Power County Idaho}
{9.97e+06|9.97145e+06},{Idaho|Payette County Idaho}
{776996.0|780000.0},{Idaho|Power County Idaho}
{2.17559e+06|2.18e+06},{Idaho|Shoshone County Idaho}
{3.39e+06|3.39288e+06},{Idaho|Shoshone County Idaho}
{2.71949e+06|2.72e+06},{Idaho|Shoshone County Idaho}
{1.02564e+07|1.026e+07},{Idaho|Shoshone County Idaho}
{800000.0|802896.0},{Idaho|Shoshone County Idaho}
{2.22739e+06|2.23e+06},{Idaho|Shoshone County Idaho}
{2.17559e+06|2.18e+06},{Idaho|Shoshone County Idaho}
{7.14837e+06|7.15e+06},{Idaho|Teton County Idaho}
{8.90956e+06|8.91e+06},{Idaho|Teton County Idaho}
{4.71e+06|4.71378e+06},{Idaho|Twin Falls County Idaho}
{230000.0|233099.0},{Idaho|Twin Falls County Idaho}
{2.74539e+06|2.75e+06},{Idaho|Twin Falls County Idaho}
{2.77e+06|2.77129e+06},{Idaho|Twin Falls County Idaho}
{310000.0|310799.0},{Idaho|Twin Falls County Idaho}
{4.16988e+06|4.17e+06},{Idaho|Twin Falls County Idaho}
{980000.0|984195.0},{Idaho|Twin Falls County Idaho}
{1.16549e+06|1.17e+06},{Idaho|Valley County Idaho}
{1.08e+07|1.08003e+07},{Idaho|Valley County Idaho}
{7.22607e+06|7.23e+06},{Idaho|Washington County Idaho}
{1.24e+06|1.24319e+06},{Idaho|Washington County Idaho}
{8.75e+06|8.75416e+06},{Idaho|Washington County Idaho}
1.05413e+07,{Cook County Illinois|Illinois}
2.61071e+07,{Bloom Township Cook County Illinois|Cook County Illinois|Illinois}
1.85961e+07,{Cook County Illinois|Illinois|Thornton Township Cook County Illinois}
7.45917e+06,{Cook County Illinois|Illinois|Lyons Township Cook County Illinois}
1.24837e+07,{Bremen Township Cook County Illinois|Cook County Illinois|Illinois|Rich Township Cook County Illinois}
3.6985e+07,{Cook County Illinois|Illinois|Maine Township Cook County Illinois}
9.6244e+07,{Cook County Illinois|Dundee Township Kane County Illinois|Elgin Township Kane County Illinois|Hanover Township Cook County Illinois|Illinois|Kane County Illinois|Plato Township Kane County Illinois|Rutland Township Kane County Illinois}
